TARIH;ISLEM  KODU;BULTEN ADI;PAZAR GRUBU;PAZAR;YAPISAL BAZDA PIYASA ALT BOLUMU;ENSTRUMAN GRUBU;ENSTRUMAN TIPI;ENSTRUMAN SINIFI;ISLEM YONTEMI;PIYASA YAPICI;BIST 100 ENDEKS;BIST 30 ENDEKS;BRUT TAKAS;OZSERMAYE HALI;GECICI DURDURMA;ONCEKI KAPANIS FIYATI;ACILIS FIYATI;ACILIS SEANSI FIYATI;EN DUSUK FIYAT;EN YUKSEK FIYAT;KAPANIS FIYATI;KAPANIS SEANSI FIYATI;DEGISIM (%);BEKLEYEN EN IYI ALIS;BEKLEYEN EN IYI SATIS;A.O.F;TOPLAM ISLEM HACMI;TOPLAM ISLEM ADEDI;TOPLAM SOZLESME SAYISI;REFERANS FIYAT;ACILIS SEANSI ISLEM HACMI;ACILIS SEANSI ISLEM MIKTARI;ACILIS SEANSI SOZLESME SAYISI;KAPANIS SEANSI ISLEM HACMI;KAPANIS SEANSI ISLEM MIKTARI;KAPANIS SEANSI SOZLESME SAYISI;KAPANIS FIYATINDAN ISLEMLER ISLEM HACMI;KAPANIS FIYATINDAN ISLEMLER ISLEM MIKTARI;KAPANIS FIYATINDAN ISLEMLER SOZLESME SAYISI;EN DUSUK ACIGA SATIS FIYATI;EN YUKSEK ACIGA SATIS FIYATI;ACIGA SATIS A.O.F;ACIGA SATIS ISLEM HACMI;ACIGA SATIS ISLEM ADEDI;ACIGA SATIS SOZLESME SAYISI;OZEL ISLEM BILDIRIMI EN DUSUK FIYAT;OZEL ISLEM BILDIRIMI EN YUKSEK FIYAT;OZEL ISLEM BILDIRIMI A.O.F.;OZEL ISLEM BILDIRIMI ISLEM HACMI;OZEL ISLEM BILDIRIMI ISLEM ADEDI;OZEL ISLEM BILDIRIMI SOZLESME SAYISI;ORTA NOKTA ISLEMLERI ISLEM HACMI;ORTA NOKTA ISLEMLERI ISLEM ADEDI;ORTA NOKTA ISLEMLERI SOZLESME SAYISI;ACIGA SATIS;BIST KATILIM TUM ENDEKS
TRADE DATE;INSTRUMENT SERIES CODE;INSTRUMENT NAME;MARKET SUB SEGMENT;MARKET SEGMENT;MARKET;INSTRUMENT GROUP;INSTRUMENT TYPE;INSTRUMENT CLASS;TRADING METHOD;MARKET MAKER;BIST 100 INDEX;BIST 30 INDEX;GROSS SETTLEMENT;CORPORATE ACTION;SUSPENDED;PREVIOUS LAST PRICE;OPENING PRICE;OPENING SESSION PRICE;LOWEST PRICE;HIGHEST PRICE;CLOSING PRICE;CLOSING SESSION PRICE;CHANGE TO PREVIOUS CLOSING (%);REMAINING BID;REMAINING ASK;VWAP;TOTAL TRADED VALUE;TOTAL TRADED VOLUME;TOTAL NUMBER OF CONTRACTS;REFERENCE PRICE;TRADED VALUE AT OPENING SESSION;TRADED VOLUME AT OPENING SESSION;NUMBER OF CONTRACTS AT OPENING SESSION;TRADED VALUE AT CLOSING SESSION;TRADED VOLUME AT CLOSING SESSION;NUMBER OF CONTRACTS AT CLOSING SESSION;TRADED VALUE OF TRADES AT CLOSING PRICE;TRADED VOLUME OF TRADES AT CLOSING PRICE;NUMBER OF CONTRACTS OF TRADES AT CLOSING PRICE;LOWEST SHORT SALE PRICE;HIGHEST SHORT SALE PRICE;SHORT SALE VWAP;TRADED VALUE OF SHORT SALE TRADES;TRADED VOLUME OF SHORT SALE TRADES;NUMBER OF CONTRACTS OF SHORT SALE TRADES;LOWEST TRADE REPORT PRICE;HIGHEST TRADE REPORT PRICE;TRADE REPORT VWAP;TRADE REPORT TRADED VALUE;TRADE REPORT TRADED VOLUME;NUMBER OF TRADE REPORTS;MIDPOINT TRADED VALUE;MIDPOINT TRADED VOLUME;MIDPOINT NUMBER OF CONTRACTS;SHORT SELL;BIST PARTICIPATION ALL INDEX
2024-11-19;A1CAP.E;A1 CAPITAL YATIRIM;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTA1CAP;SI;0;0;0;0;;0;24.1;24.14;24.14;23.58;24.54;23.62;23.62;-1.992;23.62;23.64;23.944;16362446.8;683350;2643;0;88231.7;3655;41;284668.24;12052;30;30706;1300;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-11-19;ADEL.E;ADEL KALEMCILIK;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTADEL;SI;0;1;0;0;;0;39.28;39.3;39.3;37.64;39.64;38;38;-3.259;37.96;38;38.546;77023666.2;1998214;11152;0;100804.5;2565;66;1230516;32382;88;78090;2055;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-11-19;ADESE.E;ADESE GAYRIMENKUL;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTADESE;SI;0;0;0;0;;0;1.98;1.99;1.99;1.96;2.02;1.98;1.98;0;1.97;1.98;1.989;193169627.72;97140016;4770;0;1450725.92;729008;131;1468326.42;741579;49;249990.84;126258;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2024-11-19;ADGYO.E;ADRA GMYO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTADGYO;SI;0;0;0;0;;0;30.74;30.8;30.8;30.72;31.26;31.14;31.14;1.301;31;31.14;31.002;29363353.84;947131;2588;0;138199.6;4487;63;152835.12;4908;27;124.56;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-11-19;AEFES.E;ANADOLU EFES;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAEFES;SI;0;1;0;0;;0;215;215.9;215.9;203.1;218.7;206.4;206.4;-4;206.2;206.4;208.696;992543851;4755923;36779;0;1017536.7;4713;162;28005384;135685;172;4557724.8;22082;219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-11-19;AFYON.E;AFYON CIMENTO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAFYON;SI;0;0;0;0;;0;14.99;15.05;15.05;14.93;15.26;15.04;15.04;0.334;15.03;15.04;15.099;157358075.56;10421500;14646;0;586543.65;38973;129;1221323.2;81205;52;171801.92;11423;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2024-11-19;AGESA.E;AGESA HAYAT EMEKLILIK;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAGESA;SI;0;0;0;0;;0;117.3;117.3;117.3;116.2;119.4;117.5;117.5;0.171;117.4;117.5;118.039;40810367.8;345735;2324;0;50908.2;434;19;321832.5;2739;26;146875;1250;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-11-19;AGHOL.E;ANADOLU GRUBU HOLDING;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAGHOL;SI;0;1;0;0;;0;328.25;328.75;328.75;321.75;333.25;324.75;324.75;-1.066;324.75;325.5;327.241;249464330.5;762327;10457;0;481947.5;1466;31;3374802;10392;89;307863;948;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-11-19;AGROT.E;AGROTECH TEKNOLOJI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAGROT;SI;0;1;0;0;;0;12.2;12.26;12.26;11.93;12.32;11.97;11.97;-1.885;11.96;11.97;12.052;182032217.7;15104506;21505;0;643392.54;52479;176;1241528.4;103720;62;935311.86;78138;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
