TARIH;ISLEM  KODU;BULTEN ADI;PAZAR GRUBU;PAZAR;YAPISAL BAZDA PIYASA ALT BOLUMU;ENSTRUMAN GRUBU;ENSTRUMAN TIPI;ENSTRUMAN SINIFI;ISLEM YONTEMI;PIYASA YAPICI;BIST 100 ENDEKS;BIST 30 ENDEKS;BRUT TAKAS;OZSERMAYE HALI;GECICI DURDURMA;ONCEKI KAPANIS FIYATI;ACILIS FIYATI;ACILIS SEANSI FIYATI;EN DUSUK FIYAT;EN YUKSEK FIYAT;KAPANIS FIYATI;KAPANIS SEANSI FIYATI;DEGISIM (%);BEKLEYEN EN IYI ALIS;BEKLEYEN EN IYI SATIS;A.O.F;TOPLAM ISLEM HACMI;TOPLAM ISLEM ADEDI;TOPLAM SOZLESME SAYISI;REFERANS FIYAT;ACILIS SEANSI ISLEM HACMI;ACILIS SEANSI ISLEM MIKTARI;ACILIS SEANSI SOZLESME SAYISI;KAPANIS SEANSI ISLEM HACMI;KAPANIS SEANSI ISLEM MIKTARI;KAPANIS SEANSI SOZLESME SAYISI;KAPANIS FIYATINDAN ISLEMLER ISLEM HACMI;KAPANIS FIYATINDAN ISLEMLER ISLEM MIKTARI;KAPANIS FIYATINDAN ISLEMLER SOZLESME SAYISI;EN DUSUK ACIGA SATIS FIYATI;EN YUKSEK ACIGA SATIS FIYATI;ACIGA SATIS A.O.F;ACIGA SATIS ISLEM HACMI;ACIGA SATIS ISLEM ADEDI;ACIGA SATIS SOZLESME SAYISI;OZEL ISLEM BILDIRIMI EN DUSUK FIYAT;OZEL ISLEM BILDIRIMI EN YUKSEK FIYAT;OZEL ISLEM BILDIRIMI A.O.F.;OZEL ISLEM BILDIRIMI ISLEM HACMI;OZEL ISLEM BILDIRIMI ISLEM ADEDI;OZEL ISLEM BILDIRIMI SOZLESME SAYISI;ORTA NOKTA ISLEMLERI ISLEM HACMI;ORTA NOKTA ISLEMLERI ISLEM ADEDI;ORTA NOKTA ISLEMLERI SOZLESME SAYISI;ACIGA SATIS;BIST KATILIM TUM ENDEKS
TRADE DATE;INSTRUMENT SERIES CODE;INSTRUMENT NAME;MARKET SUB SEGMENT;MARKET SEGMENT;MARKET;INSTRUMENT GROUP;INSTRUMENT TYPE;INSTRUMENT CLASS;TRADING METHOD;MARKET MAKER;BIST 100 INDEX;BIST 30 INDEX;GROSS SETTLEMENT;CORPORATE ACTION;SUSPENDED;PREVIOUS LAST PRICE;OPENING PRICE;OPENING SESSION PRICE;LOWEST PRICE;HIGHEST PRICE;CLOSING PRICE;CLOSING SESSION PRICE;CHANGE TO PREVIOUS CLOSING (%);REMAINING BID;REMAINING ASK;VWAP;TOTAL TRADED VALUE;TOTAL TRADED VOLUME;TOTAL NUMBER OF CONTRACTS;REFERENCE PRICE;TRADED VALUE AT OPENING SESSION;TRADED VOLUME AT OPENING SESSION;NUMBER OF CONTRACTS AT OPENING SESSION;TRADED VALUE AT CLOSING SESSION;TRADED VOLUME AT CLOSING SESSION;NUMBER OF CONTRACTS AT CLOSING SESSION;TRADED VALUE OF TRADES AT CLOSING PRICE;TRADED VOLUME OF TRADES AT CLOSING PRICE;NUMBER OF CONTRACTS OF TRADES AT CLOSING PRICE;LOWEST SHORT SALE PRICE;HIGHEST SHORT SALE PRICE;SHORT SALE VWAP;TRADED VALUE OF SHORT SALE TRADES;TRADED VOLUME OF SHORT SALE TRADES;NUMBER OF CONTRACTS OF SHORT SALE TRADES;LOWEST TRADE REPORT PRICE;HIGHEST TRADE REPORT PRICE;TRADE REPORT VWAP;TRADE REPORT TRADED VALUE;TRADE REPORT TRADED VOLUME;NUMBER OF TRADE REPORTS;MIDPOINT TRADED VALUE;MIDPOINT TRADED VOLUME;MIDPOINT NUMBER OF CONTRACTS;SHORT SELL;BIST PARTICIPATION ALL INDEX
2024-10-18;A1CAP.E;A1 CAPITAL YATIRIM;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTA1CAP;SI;0;0;0;0;;0;25.22;25.4;25.4;25;25.98;25.24;25.24;0.079;25.22;25.24;25.362;27734780;1093552;2756;0;81940.4;3226;41;502654.6;19915;23;3028.8;120;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-10-18;ADEL.E;ADEL KALEMCILIK;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTADEL;SI;0;1;0;0;;0;37.06;37.08;37.08;35.72;37.4;36.02;36.02;-2.806;36;36.02;36.839;224239538.68;6086978;9195;0;251476.56;6782;46;2074499.86;57593;28;163170.6;4530;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-10-18;ADESE.E;ADESE GAYRIMENKUL;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTADESE;SI;0;0;0;0;;0;1.92;1.92;1.92;1.85;1.92;1.86;1.86;-3.125;1.85;1.86;1.885;72956613.15;38710299;4498;0;463338.24;241322;207;1811597.22;973977;59;650241.12;349592;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2024-10-18;ADGYO.E;ADRA GMYO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTADGYO;SI;0;0;0;0;;0;30.12;30.18;30.18;30.02;30.8;30.3;30.3;0.598;30.24;30.3;30.348;39413402;1298713;1788;0;51728.52;1714;35;945541.8;31206;21;56358;1860;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-10-18;AEFES.E;ANADOLU EFES;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAEFES;SI;0;1;0;0;;0;182.9;183.1;183.1;177.8;184.5;178.9;178.9;-2.187;178.9;179;180.896;381326338.7;2107991;20285;0;313284.1;1711;74;13660982.9;76361;132;1003450.1;5609;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-10-18;AFYON.E;AFYON CIMENTO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAFYON;SI;0;0;0;0;;0;14.11;14.17;14.17;13.97;14.5;14.3;14.3;1.347;14.3;14.31;14.278;179078854.35;12542570;14537;0;1140571.64;80492;86;4612150.4;322528;70;359287.5;25125;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2024-10-18;AGESA.E;AGESA HAYAT EMEKLILIK;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAGESA;SI;0;0;0;0;;0;104;103;103;99;103.5;101.1;101.1;-2.788;101;101.1;100.46;77886006.65;775294;4728;0;293344;2848;33;2867701.5;28365;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-10-18;AGHOL.E;ANADOLU GRUBU HOLDING;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAGHOL;SI;0;1;0;0;;0;294.5;296.5;296.5;287.5;297.25;287.5;287.5;-2.377;287.5;288;292.63;89906873;307237;6204;0;461057.5;1555;39;3696387.5;12857;161;580175;2018;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-10-18;AGROT.E;AGROTECH TEKNOLOJI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAGROT;SI;0;1;0;0;;0;12.87;12.9;12.9;12.76;13.22;12.83;12.83;-0.311;12.83;12.84;13.014;208288921.49;16004960;26040;0;289321.2;22428;155;1871640.4;145880;54;209924.46;16362;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
