SOZLESME KODU,PAZAR,PAZAR SEGMENTI,SOZLESME TIPI,DAYANAK VARLIK,SOZLESME SINIFI,OPSIYON TIPI,VADE TARIHI,SON ISLEM TARIHI,OPSIYON TURU,KULLANIM FIYATI,SOZLESME GRUBU,SOZLESME GRUP NO,SOZLESME BUYUKLUGU,DURUM,SOZLESME TURU,MAKSIMUM EMIR MIKTARI,KULLANIM FIYATI ONDALIK HANESI,UZLASMA TIPI,PARA BIRIMI,SON UZLASMA FIYATI,ALT LIMIT,UST LIMIT,FIYAT ADIMI,FIYAT ONDALIK HANESI,TUREV SEVIYESI,ESNEK SOZLESME,YAKIN VADE SOZLESME(M1),UZAK VADE SOZLESME(M2),NOMINAL DEGER,POZISYON KAPAMA GUNU,TAKAS GUNU,BIRIKMIS FAIZ
F_ALARK0924,D_EQ,SSF,D_EQ_FPD,ALARK.E,DE_ALARK_FPD,,2024-09-30,2024-09-30,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,93.81,84.43,103.19,0.01,2,1,N,,,100, , ,
F_ALARK1024,D_EQ,SSF,D_EQ_FPD,ALARK.E,DE_ALARK_FPD,,2024-10-31,2024-10-31,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,97.19,87.48,106.9,0.01,2,1,N,,,100, , ,
F_ALARK1124,D_EQ,SSF,D_EQ_FPD,ALARK.E,DE_ALARK_FPD,,2024-11-29,2024-11-29,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,102.15,91.94,112.36,0.01,2,1,N,,,100, , ,
F_ARCLK0924,D_EQ,SSF,D_EQ_FPD,ARCLK.E,DE_ARCLK_FPD,,2024-09-30,2024-09-30,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,147,132.3,161.7,0.01,2,1,N,,,100, , ,
F_ARCLK1024,D_EQ,SSF,D_EQ_FPD,ARCLK.E,DE_ARCLK_FPD,,2024-10-31,2024-10-31,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,152.1,136.89,167.31,0.01,2,1,N,,,100, , ,
F_ARCLK1124,D_EQ,SSF,D_EQ_FPD,ARCLK.E,DE_ARCLK_FPD,,2024-11-29,2024-11-29,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,156.89,141.21,172.57,0.01,2,1,N,,,100, , ,
F_ASELS0924,D_EQ,SSF,D_EQ_FPD,ASELS.E,DE_ASELS_FPD,,2024-09-30,2024-09-30,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,59.95,53.96,65.94,0.01,2,1,N,,,100, , ,
F_ASELS1024,D_EQ,SSF,D_EQ_FPD,ASELS.E,DE_ASELS_FPD,,2024-10-31,2024-10-31,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,62.03,55.83,68.23,0.01,2,1,N,,,100, , ,
F_ASELS1124,D_EQ,SSF,D_EQ_FPD,ASELS.E,DE_ASELS_FPD,,2024-11-29,2024-11-29,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,64.59,58.14,71.04,0.01,2,1,N,,,100, , ,
F_ASTOR0924,D_EQ,SSF,D_EQ_FPD,ASTOR.E,DE_ASTOR_FPD,,2024-09-30,2024-09-30,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,81.45,73.31,89.59,0.01,2,1,N,,,100, , ,
F_ASTOR1024,D_EQ,SSF,D_EQ_FPD,ASTOR.E,DE_ASTOR_FPD,,2024-10-31,2024-10-31,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,83.13,74.82,91.44,0.01,2,1,N,,,100, , ,
F_ASTOR1124,D_EQ,SSF,D_EQ_FPD,ASTOR.E,DE_ASTOR_FPD,,2024-11-29,2024-11-29,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,86.52,77.87,95.17,0.01,2,1,N,,,100, , ,
F_BIMAS0924,D_EQ,SSF,D_EQ_FPD,BIMAS.E,DE_BIMAS_FPD,,2024-09-30,2024-09-30,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,589.21,530.29,648.13,0.01,2,1,N,,,100, , ,
F_BIMAS1024,D_EQ,SSF,D_EQ_FPD,BIMAS.E,DE_BIMAS_FPD,,2024-10-31,2024-10-31,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,607.66,546.9,668.42,0.01,2,1,N,,,100, , ,
F_BIMAS1124,D_EQ,SSF,D_EQ_FPD,BIMAS.E,DE_BIMAS_FPD,,2024-11-29,2024-11-29,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,616.3,554.67,677.93,0.01,2,1,N,,,100, , ,
F_BRSAN0924,D_EQ,SSF,D_EQ_FPD,BRSAN.E,DE_BRSAN_FPD,,2024-09-30,2024-09-30,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,478.87,430.99,526.75,0.01,2,1,N,,,100, , ,
F_BRSAN1024,D_EQ,SSF,D_EQ_FPD,BRSAN.E,DE_BRSAN_FPD,,2024-10-31,2024-10-31,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,476.26,428.64,523.88,0.01,2,1,N,,,100, , ,
F_BRSAN1124,D_EQ,SSF,D_EQ_FPD,BRSAN.E,DE_BRSAN_FPD,,2024-11-29,2024-11-29,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,480.18,432.17,528.19,0.01,2,1,N,,,100, , ,
F_CIMSA0924,D_EQ,SSF,D_EQ_FPD,CIMSA.E,DE_CIMSA_FPD,,2024-09-30,2024-09-30,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,37.18,33.47,40.89,0.01,2,1,N,,,100, , ,
F_CIMSA1024,D_EQ,SSF,D_EQ_FPD,CIMSA.E,DE_CIMSA_FPD,,2024-10-31,2024-10-31,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,38.87,34.99,42.75,0.01,2,1,N,,,100, , ,
F_CIMSA1124,D_EQ,SSF,D_EQ_FPD,CIMSA.E,DE_CIMSA_FPD,,2024-11-29,2024-11-29,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,40.2,36.18,44.22,0.01,2,1,N,,,100, , ,
F_CNHTRY0924,D_CR,CRF,D_CR_FUT,D_CNHTRY,DE_CNHTRY_FUT,,2024-09-30,2024-09-30,,0,S,0,10000,A,Future,5000,,Cash Settlement,TRY,4.8704,4.3834,5.3574,0.00010,4,1,N,,,10000, ,,
F_CNHTRY1024,D_CR,CRF,D_CR_FUT,D_CNHTRY,DE_CNHTRY_FUT,,2024-10-31,2024-10-31,,0,S,0,10000,A,Future,5000,,Cash Settlement,TRY,5.0719,4.5648,5.579,0.00010,4,1,N,,,10000, ,,
F_CNHTRY1224,D_CR,CRF,D_CR_FUT,D_CNHTRY,DE_CNHTRY_FUT,,2024-12-31,2024-12-31,,0,S,0,10000,A,Future,5000,,Cash Settlement,TRY,5.5161,4.9645,6.0677,0.00010,4,1,N,,,10000, ,,
F_CNHTRY1225,D_CR,CRF,D_CR_FUT,D_CNHTRY,DE_CNHTRY_FUT,,2025-12-31,2025-12-31,,0,S,0,10000,A,Future,5000,,Cash Settlement,TRY,7.6956,6.9261,8.4651,0.00010,4,1,N,,,10000, ,,
F_DOAS0924,D_EQ,SSF,D_EQ_FPD,DOAS.E,DE_DOAS_FPD,,2024-09-30,2024-09-30,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,218.88,197,240.76,0.01,2,1,N,,,100, , ,
F_DOAS1024,D_EQ,SSF,D_EQ_FPD,DOAS.E,DE_DOAS_FPD,,2024-10-31,2024-10-31,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,221.08,198.98,243.18,0.01,2,1,N,,,100, , ,
F_DOAS1124,D_EQ,SSF,D_EQ_FPD,DOAS.E,DE_DOAS_FPD,,2024-11-29,2024-11-29,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,230.48,207.44,253.52,0.01,2,1,N,,,100, , ,
F_DOHOL0924,D_EQ,SSF,D_EQ_FPD,DOHOL.E,DE_DOHOL_FPD,,2024-09-30,2024-09-30,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,15.28,13.76,16.8,0.01,2,1,N,,,100, , ,
F_DOHOL1024,D_EQ,SSF,D_EQ_FPD,DOHOL.E,DE_DOHOL_FPD,,2024-10-31,2024-10-31,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,15.92,14.33,17.51,0.01,2,1,N,,,100, , ,
F_DOHOL1124,D_EQ,SSF,D_EQ_FPD,DOHOL.E,DE_DOHOL_FPD,,2024-11-29,2024-11-29,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,16.58,14.93,18.23,0.01,2,1,N,,,100, , ,
F_EKGYO0924,D_EQ,SSF,D_EQ_FPD,EKGYO.E,DE_EKGYO_FPD,,2024-09-30,2024-09-30,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,12.23,11.01,13.45,0.01,2,1,N,,,100, , ,
F_EKGYO1024,D_EQ,SSF,D_EQ_FPD,EKGYO.E,DE_EKGYO_FPD,,2024-10-31,2024-10-31,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,12.72,11.45,13.99,0.01,2,1,N,,,100, , ,
F_EKGYO1124,D_EQ,SSF,D_EQ_FPD,EKGYO.E,DE_EKGYO_FPD,,2024-11-29,2024-11-29,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,13.26,11.94,14.58,0.01,2,1,N,,,100, , ,
F_ELCBAS0125,D_EL,ENF,D_EL_FUT,D_ELCBAS01,DE_ELCBAS01B_FUT,,2025-01-31,2025-01-31,,0,S,0,74.4,A,Future,50,,Cash Settlement,TRY,2117.6,1694.1,2541.1,0.1,2,1,N,,,74.4, ,,
F_ELCBAS0225,D_EL,ENF,D_EL_FUT,D_ELCBAS02,DE_ELCBAS02B_FUT,,2025-02-28,2025-02-28,,0,S,0,67.2,A,Future,50,,Cash Settlement,TRY,2582.8,2066.3,3099.3,0.1,2,1,N,,,67.2, ,,
F_ELCBAS0325,D_EL,ENF,D_EL_FUT,D_ELCBAS03,DE_ELCBAS03B_FUT,,2025-04-02,2025-03-28,,0,S,0,74.4,A,Future,50,,Cash Settlement,TRY,2563.2,2050.6,3075.8,0.1,2,1,N,,,74.4, ,,
F_ELCBAS0924,D_EL,ENF,D_EL_FUT,D_ELCBAS09,DE_ELCBAS09B_FUT,,2024-09-30,2024-09-30,,0,S,0,72,A,Future,50,,Cash Settlement,TRY,2600,2080,3120,0.1,2,1,N,,,72, ,,
F_ELCBAS1024,D_EL,ENF,D_EL_FUT,D_ELCBAS10,DE_ELCBAS10B_FUT,,2024-10-31,2024-10-31,,0,S,0,74.4,A,Future,50,,Cash Settlement,TRY,2600,2080,3120,0.1,2,1,N,,,74.4, ,,
F_ELCBAS1124,D_EL,ENF,D_EL_FUT,D_ELCBAS11,DE_ELCBAS11B_FUT,,2024-12-02,2024-11-29,,0,S,0,72,A,Future,50,,Cash Settlement,TRY,2600,2080,3120,0.1,2,1,N,,,72, ,,
F_ELCBAS1224,D_EL,ENF,D_EL_FUT,D_ELCBAS12,DE_ELCBAS12B_FUT,,2024-12-31,2024-12-31,,0,S,0,74.4,A,Future,50,,Cash Settlement,TRY,2600,2080,3120,0.1,2,1,N,,,74.4, ,,
F_ELCBASQ125,D_EL,ENF,D_EL_FUT,D_ELCBASQ1,DE_ELCBASQ1B_FUT,,2024-12-30,2024-12-30,,0,S,0,216,A,Future,50,,Cash Settlement,TRY,2750,2200,3300,0.1,2,1,N,,,216, ,,
F_ELCBASQ126,D_EL,ENF,D_EL_FUT,D_ELCBASQ1,DE_ELCBASQ1B_FUT,,2025-12-30,2025-12-30,,0,S,0,216,A,Future,50,,Cash Settlement,TRY,2450,1960,2940,0.1,2,1,N,,,216, ,,
F_ELCBASQ225,D_EL,ENF,D_EL_FUT,D_ELCBASQ2,DE_ELCBASQ2B_FUT,,2025-03-28,2025-03-28,,0,S,0,218.4,A,Future,50,,Cash Settlement,TRY,2600,2080,3120,0.1,2,1,N,,,218.4, ,,
F_ELCBASQ226,D_EL,ENF,D_EL_FUT,D_ELCBASQ2,DE_ELCBASQ2B_FUT,,2026-03-30,2026-03-30,,0,S,0,218.4,A,Future,50,,Cash Settlement,TRY,3100,2480,3720,0.1,2,1,N,,,218.4, ,,
F_ELCBASQ325,D_EL,ENF,D_EL_FUT,D_ELCBASQ3,DE_ELCBASQ3B_FUT,,2025-06-27,2025-06-27,,0,S,0,220.8,A,Future,50,,Cash Settlement,TRY,3150,2520,3780,0.1,2,1,N,,,220.8, ,,
F_ELCBASQ326,D_EL,ENF,D_EL_FUT,D_ELCBASQ3,DE_ELCBASQ3B_FUT,,2026-06-29,2026-06-29,,0,S,0,220.8,A,Future,50,,Cash Settlement,TRY,3800,3040,4560,0.1,2,1,N,,,220.8, ,,
F_ELCBASQ424,D_EL,ENF,D_EL_FUT,D_ELCBASQ4,DE_ELCBASQ4B_FUT,,2024-09-27,2024-09-27,,0,S,0,220.8,A,Future,50,,Cash Settlement,TRY,2500,2000,3000,0.1,2,1,N,,,220.8, ,,
F_ELCBASQ425,D_EL,ENF,D_EL_FUT,D_ELCBASQ4,DE_ELCBASQ4B_FUT,,2025-09-29,2025-09-29,,0,S,0,220.8,A,Future,50,,Cash Settlement,TRY,3080,2464,3696,0.1,2,1,N,,,220.8, ,,
F_ELCBASQ426,D_EL,ENF,D_EL_FUT,D_ELCBASQ4,DE_ELCBASQ4B_FUT,,2026-09-29,2026-09-29,,0,S,0,220.8,A,Future,50,,Cash Settlement,TRY,3700,2960,4440,0.1,2,1,N,,,220.8, ,,
F_ELCBASY25,D_EL,ENF,D_EL_FUT,D_ELCBASY,DE_ELCBASYB_FUT,,2024-12-26,2024-12-26,,0,S,0,876,A,Future,50,,Cash Settlement,TRY,3135,2508,3762,0.1,2,1,N,,,876, ,,
F_ELCBASY26,D_EL,ENF,D_EL_FUT,D_ELCBASY,DE_ELCBASYB_FUT,,2025-12-26,2025-12-26,,0,S,0,876,A,Future,50,,Cash Settlement,TRY,3263,2610.4,3915.6,0.1,2,1,N,,,876, ,,
F_ENJSA0924,D_EQ,SSF,D_EQ_FPD,ENJSA.E,DE_ENJSA_FPD,,2024-09-30,2024-09-30,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,59.57,53.62,65.52,0.01,2,1,N,,,100, , ,
F_ENJSA1024,D_EQ,SSF,D_EQ_FPD,ENJSA.E,DE_ENJSA_FPD,,2024-10-31,2024-10-31,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,61.69,55.53,67.85,0.01,2,1,N,,,100, , ,
F_ENJSA1124,D_EQ,SSF,D_EQ_FPD,ENJSA.E,DE_ENJSA_FPD,,2024-11-29,2024-11-29,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,64.82,58.34,71.3,0.01,2,1,N,,,100, , ,
F_ENKAI0924,D_EQ,SSF,D_EQ_FPD,ENKAI.E,DE_ENKAI_FPD,,2024-09-30,2024-09-30,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,46.55,41.9,51.2,0.01,2,1,N,,,100, , ,
F_ENKAI1024,D_EQ,SSF,D_EQ_FPD,ENKAI.E,DE_ENKAI_FPD,,2024-10-31,2024-10-31,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,47.78,43.01,52.55,0.01,2,1,N,,,100, , ,
F_ENKAI1124,D_EQ,SSF,D_EQ_FPD,ENKAI.E,DE_ENKAI_FPD,,2024-11-29,2024-11-29,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,49.93,44.94,54.92,0.01,2,1,N,,,100, , ,
F_EREGL0924,D_EQ,SSF,D_EQ_FPD,EREGL.E,DE_EREGL_FPD,,2024-09-30,2024-09-30,,0,S,0,100,A,Future,0.01-2.5:40000&2.5-5:20000&5-10:10000&10-20:5000&20-40:2500&40-80:1250&80-150:750&150-250:350&250-500:200&500-750:125&750-1000:75&1000-99999999.99:50,,Physical Delivery,TRY,49.85,44.87,54.83,0.01,2,1,N,,,100, , ,
