Unnamed: 0,SOZLESME_KODU,UZUNKOD,Underlying,Type,Strike,Expiry,Conversion,Future,MM,TARIH,varant_kapanis_fiyati,vadeli_kapanis_fiyati,varant_teminat,viop_teminat
661,EDAWO.V,EREGLP3009240052.00AKM00000.1NA ,EREGL,P,52.0,2024-09-30,0.1,F_EREGL0924,AKM,2024-07-26,0.0,61.08,0.0,8.61
662,EDAWP.V,EREGLP3009240055.00AKM00000.1NA ,EREGL,P,55.0,2024-09-30,0.1,F_EREGL0924,AKM,2024-07-26,0.24,61.08,2.4,8.61
663,EDAWQ.V,EREGLP3009240058.00AKM00000.1NA ,EREGL,P,58.0,2024-09-30,0.1,F_EREGL0924,AKM,2024-07-26,0.0,61.08,0.0,8.61
664,EDBCX.V,EREGLC3107240042.00BNP00000.2NA ,EREGL,C,42.0,2024-07-31,0.2,F_EREGL0724,BNP,2024-07-26,0.0,56.44,0.0,7.96
665,EDBCY.V,EREGLC3107240045.00BNP00000.2NA ,EREGL,C,45.0,2024-07-31,0.2,F_EREGL0724,BNP,2024-07-26,0.0,56.44,0.0,7.96
666,EDBCZ.V,EREGLC3107240048.00BNP00000.2NA ,EREGL,C,48.0,2024-07-31,0.2,F_EREGL0724,BNP,2024-07-26,0.0,56.44,0.0,7.96
667,EDBDA.V,EREGLC3107240050.00BNP00000.2NA ,EREGL,C,50.0,2024-07-31,0.2,F_EREGL0724,BNP,2024-07-26,0.0,56.44,0.0,7.96
668,EDBDB.V,EREGLC3107240052.00BNP00000.2NA ,EREGL,C,52.0,2024-07-31,0.2,F_EREGL0724,BNP,2024-07-26,0.0,56.44,0.0,7.96
669,EDBDC.V,EREGLC3107240055.00BNP00000.2NA ,EREGL,C,55.0,2024-07-31,0.2,F_EREGL0724,BNP,2024-07-26,0.0,56.44,0.0,7.96
670,EDBDD.V,EREGLC3107240060.00BNP00000.2NA ,EREGL,C,60.0,2024-07-31,0.2,F_EREGL0724,BNP,2024-07-26,0.0,56.44,0.0,7.96
671,EDBDE.V,EREGLC3107240065.00BNP00000.2NA ,EREGL,C,65.0,2024-07-31,0.2,F_EREGL0724,BNP,2024-07-26,0.0,56.44,0.0,7.96
672,EDBDF.V,EREGLC3107240070.00BNP00000.2NA ,EREGL,C,70.0,2024-07-31,0.2,F_EREGL0724,BNP,2024-07-26,0.0,56.44,0.0,7.96
673,EDBDG.V,EREGLC3107240075.00BNP00000.2NA ,EREGL,C,75.0,2024-07-31,0.2,F_EREGL0724,BNP,2024-07-26,0.0,56.44,0.0,7.96
674,EDBDH.V,EREGLC2908240042.00BNP00000.2NA ,EREGL,C,42.0,2024-08-29,0.2,F_EREGL0824,BNP,2024-07-26,0.0,58.79,0.0,8.29
675,EDBDI.V,EREGLC2908240045.00BNP00000.2NA ,EREGL,C,45.0,2024-08-29,0.2,F_EREGL0824,BNP,2024-07-26,0.0,58.79,0.0,8.29
676,EDBDJ.V,EREGLC2908240048.00BNP00000.2NA ,EREGL,C,48.0,2024-08-29,0.2,F_EREGL0824,BNP,2024-07-26,0.0,58.79,0.0,8.29
677,EDBDK.V,EREGLC2908240050.00BNP00000.2NA ,EREGL,C,50.0,2024-08-29,0.2,F_EREGL0824,BNP,2024-07-26,0.0,58.79,0.0,8.29
678,EDBDL.V,EREGLC2908240052.00BNP00000.2NA ,EREGL,C,52.0,2024-08-29,0.2,F_EREGL0824,BNP,2024-07-26,0.0,58.79,0.0,8.29
679,EDBDM.V,EREGLC2908240055.00BNP00000.2NA ,EREGL,C,55.0,2024-08-29,0.2,F_EREGL0824,BNP,2024-07-26,1.01,58.79,5.05,8.29
680,EDBDN.V,EREGLC2908240060.00BNP00000.2NA ,EREGL,C,60.0,2024-08-29,0.2,F_EREGL0824,BNP,2024-07-26,0.0,58.79,0.0,8.29
681,EDBDO.V,EREGLC2908240065.00BNP00000.2NA ,EREGL,C,65.0,2024-08-29,0.2,F_EREGL0824,BNP,2024-07-26,0.25,58.79,1.25,8.29
682,EDBDP.V,EREGLC2908240070.00BNP00000.2NA ,EREGL,C,70.0,2024-08-29,0.2,F_EREGL0824,BNP,2024-07-26,0.16,58.79,0.8,8.29
683,EDBDQ.V,EREGLC2908240075.00BNP00000.2NA ,EREGL,C,75.0,2024-08-29,0.2,F_EREGL0824,BNP,2024-07-26,0.0,58.79,0.0,8.29
684,EDBDR.V,EREGLC3009240052.00BNP00000.2NA ,EREGL,C,52.0,2024-09-30,0.2,F_EREGL0924,BNP,2024-07-26,0.0,61.08,0.0,8.61
685,EDBDS.V,EREGLC3009240055.00BNP00000.2NA ,EREGL,C,55.0,2024-09-30,0.2,F_EREGL0924,BNP,2024-07-26,0.0,61.08,0.0,8.61
686,EDBDT.V,EREGLC3009240056.00BNP00000.2NA ,EREGL,C,56.0,2024-09-30,0.2,F_EREGL0924,BNP,2024-07-26,0.0,61.08,0.0,8.61
687,EDBDU.V,EREGLC3009240059.00BNP00000.2NA ,EREGL,C,59.0,2024-09-30,0.2,F_EREGL0924,BNP,2024-07-26,0.0,61.08,0.0,8.61
688,EDBDV.V,EREGLC3009240061.00BNP00000.2NA ,EREGL,C,61.0,2024-09-30,0.2,F_EREGL0924,BNP,2024-07-26,0.0,61.08,0.0,8.61
689,EDBDW.V,EREGLC3009240066.00BNP00000.2NA ,EREGL,C,66.0,2024-09-30,0.2,F_EREGL0924,BNP,2024-07-26,0.0,61.08,0.0,8.61
690,EDBDX.V,EREGLC3009240067.00BNP00000.2NA ,EREGL,C,67.0,2024-09-30,0.2,F_EREGL0924,BNP,2024-07-26,0.0,61.08,0.0,8.61
691,EDBDY.V,EREGLC3009240074.00BNP00000.2NA ,EREGL,C,74.0,2024-09-30,0.2,F_EREGL0924,BNP,2024-07-26,0.0,61.08,0.0,8.61
692,EDBDZ.V,EREGLC3009240078.00BNP00000.2NA ,EREGL,C,78.0,2024-09-30,0.2,F_EREGL0924,BNP,2024-07-26,0.0,61.08,0.0,8.61
693,EDBEA.V,EREGLC3009240095.00BNP00000.2NA ,EREGL,C,95.0,2024-09-30,0.2,F_EREGL0924,BNP,2024-07-26,0.0,61.08,0.0,8.61
694,EDBQD.V,EREGLP3107240048.00BNP00000.2NA ,EREGL,P,48.0,2024-07-31,0.2,F_EREGL0724,BNP,2024-07-26,0.0,56.44,0.0,7.96
695,EDBQE.V,EREGLP3107240045.00BNP00000.2NA ,EREGL,P,45.0,2024-07-31,0.2,F_EREGL0724,BNP,2024-07-26,0.0,56.44,0.0,7.96
696,EDBQF.V,EREGLP3107240042.00BNP00000.2NA ,EREGL,P,42.0,2024-07-31,0.2,F_EREGL0724,BNP,2024-07-26,0.0,56.44,0.0,7.96
697,EDBQG.V,EREGLP3107240040.00BNP00000.2NA ,EREGL,P,40.0,2024-07-31,0.2,F_EREGL0724,BNP,2024-07-26,0.0,56.44,0.0,7.96
698,EDBQH.V,EREGLP3107240030.00BNP00000.2NA ,EREGL,P,30.0,2024-07-31,0.2,F_EREGL0724,BNP,2024-07-26,0.0,56.44,0.0,7.96
699,EDBQI.V,EREGLP2908240048.00BNP00000.2NA ,EREGL,P,48.0,2024-08-29,0.2,F_EREGL0824,BNP,2024-07-26,0.0,58.79,0.0,8.29
700,EDBQJ.V,EREGLP2908240045.00BNP00000.2NA ,EREGL,P,45.0,2024-08-29,0.2,F_EREGL0824,BNP,2024-07-26,0.0,58.79,0.0,8.29
701,EDBQK.V,EREGLP2908240042.00BNP00000.2NA ,EREGL,P,42.0,2024-08-29,0.2,F_EREGL0824,BNP,2024-07-26,0.0,58.79,0.0,8.29
702,EDBQL.V,EREGLP2908240040.00BNP00000.2NA ,EREGL,P,40.0,2024-08-29,0.2,F_EREGL0824,BNP,2024-07-26,0.0,58.79,0.0,8.29
703,EDBQM.V,EREGLP2908240030.00BNP00000.2NA ,EREGL,P,30.0,2024-08-29,0.2,F_EREGL0824,BNP,2024-07-26,0.0,58.79,0.0,8.29
704,EDBQN.V,EREGLP3009240035.00BNP00000.2NA ,EREGL,P,35.0,2024-09-30,0.2,F_EREGL0924,BNP,2024-07-26,0.0,61.08,0.0,8.61
705,EDBQO.V,EREGLP3009240040.00BNP00000.2NA ,EREGL,P,40.0,2024-09-30,0.2,F_EREGL0924,BNP,2024-07-26,0.0,61.08,0.0,8.61
706,EDBQP.V,EREGLP3009240050.00BNP00000.2NA ,EREGL,P,50.0,2024-09-30,0.2,F_EREGL0924,BNP,2024-07-26,0.0,61.08,0.0,8.61
707,EDBQQ.V,EREGLP3009240056.00BNP00000.2NA ,EREGL,P,56.0,2024-09-30,0.2,F_EREGL0924,BNP,2024-07-26,0.0,61.08,0.0,8.61
708,EDBQR.V,EREGLP3009240061.00BNP00000.2NA ,EREGL,P,61.0,2024-09-30,0.2,F_EREGL0924,BNP,2024-07-26,0.0,61.08,0.0,8.61
709,EDSFX.V,EREGLC3107240053.60GSI00000.1NA ,EREGL,C,53.6,2024-07-31,0.1,F_EREGL0724,GSI,2024-07-26,0.0,56.44,0.0,7.96
710,EDSFY.V,EREGLC3107240054.70GSI00000.1NA ,EREGL,C,54.7,2024-07-31,0.1,F_EREGL0724,GSI,2024-07-26,0.0,56.44,0.0,7.96
711,EDSFZ.V,EREGLC3107240059.30GSI00000.1NA ,EREGL,C,59.3,2024-07-31,0.1,F_EREGL0724,GSI,2024-07-26,0.01,56.44,0.1,7.96
712,EDSGA.V,EREGLC3107240061.60GSI00000.1NA ,EREGL,C,61.6,2024-07-31,0.1,F_EREGL0724,GSI,2024-07-26,0.0,56.44,0.0,7.96
713,EDSGB.V,EREGLC3107240063.80GSI00000.1NA ,EREGL,C,63.8,2024-07-31,0.1,F_EREGL0724,GSI,2024-07-26,0.02,56.44,0.2,7.96
714,EDSGC.V,EREGLC3107240066.10GSI00000.1NA ,EREGL,C,66.1,2024-07-31,0.1,F_EREGL0724,GSI,2024-07-26,0.0,56.44,0.0,7.96
715,EDSGD.V,EREGLC3107240045.60GSI00000.1NA ,EREGL,C,45.6,2024-07-31,0.1,F_EREGL0724,GSI,2024-07-26,0.0,56.44,0.0,7.96
716,EDSGE.V,EREGLC3107240047.90GSI00000.1NA ,EREGL,C,47.9,2024-07-31,0.1,F_EREGL0724,GSI,2024-07-26,0.0,56.44,0.0,7.96
717,EDSGF.V,EREGLC2908240063.30GSI00000.1NA ,EREGL,C,63.3,2024-08-29,0.1,F_EREGL0824,GSI,2024-07-26,0.14,58.79,1.4,8.29
718,EDSGG.V,EREGLC2908240064.60GSI00000.1NA ,EREGL,C,64.6,2024-08-29,0.1,F_EREGL0824,GSI,2024-07-26,0.0,58.79,0.0,8.29
719,EDSGH.V,EREGLC2908240070.00GSI00000.1NA ,EREGL,C,70.0,2024-08-29,0.1,F_EREGL0824,GSI,2024-07-26,0.0,58.79,0.0,8.29
720,EDSGI.V,EREGLC2908240072.70GSI00000.1NA ,EREGL,C,72.7,2024-08-29,0.1,F_EREGL0824,GSI,2024-07-26,0.0,58.79,0.0,8.29
721,EDSGJ.V,EREGLC2908240075.40GSI00000.1NA ,EREGL,C,75.4,2024-08-29,0.1,F_EREGL0824,GSI,2024-07-26,0.0,58.79,0.0,8.29
722,EDSGK.V,EREGLC2908240078.10GSI00000.1NA ,EREGL,C,78.1,2024-08-29,0.1,F_EREGL0824,GSI,2024-07-26,0.0,58.79,0.0,8.29
723,EDSGL.V,EREGLC2908240053.90GSI00000.1NA ,EREGL,C,53.9,2024-08-29,0.1,F_EREGL0824,GSI,2024-07-26,0.0,58.79,0.0,8.29
724,EDSGM.V,EREGLC2908240056.50GSI00000.1NA ,EREGL,C,56.5,2024-08-29,0.1,F_EREGL0824,GSI,2024-07-26,0.38,58.79,3.8,8.29
725,EDSGN.V,EREGLC3009240064.90GSI00000.1NA ,EREGL,C,64.9,2024-09-30,0.1,F_EREGL0924,GSI,2024-07-26,0.0,61.08,0.0,8.61
726,EDSGO.V,EREGLC3009240066.30GSI00000.1NA ,EREGL,C,66.3,2024-09-30,0.1,F_EREGL0924,GSI,2024-07-26,0.0,61.08,0.0,8.61
727,EDSGP.V,EREGLC3009240071.80GSI00000.1NA ,EREGL,C,71.8,2024-09-30,0.1,F_EREGL0924,GSI,2024-07-26,0.0,61.08,0.0,8.61
728,EDSGQ.V,EREGLC3009240074.60GSI00000.1NA ,EREGL,C,74.6,2024-09-30,0.1,F_EREGL0924,GSI,2024-07-26,0.0,61.08,0.0,8.61
729,EDSGR.V,EREGLC3009240077.30GSI00000.1NA ,EREGL,C,77.3,2024-09-30,0.1,F_EREGL0924,GSI,2024-07-26,0.0,61.08,0.0,8.61
730,EDSGS.V,EREGLC3009240080.10GSI00000.1NA ,EREGL,C,80.1,2024-09-30,0.1,F_EREGL0924,GSI,2024-07-26,0.0,61.08,0.0,8.61
731,EDSGT.V,EREGLC3009240055.20GSI00000.1NA ,EREGL,C,55.2,2024-09-30,0.1,F_EREGL0924,GSI,2024-07-26,0.0,61.08,0.0,8.61
732,EDSGU.V,EREGLC3009240058.00GSI00000.1NA ,EREGL,C,58.0,2024-09-30,0.1,F_EREGL0924,GSI,2024-07-26,0.0,61.08,0.0,8.61
733,EDSSG.V,EREGLP3107240041.00GSI00000.1NA ,EREGL,P,41.0,2024-07-31,0.1,F_EREGL0724,GSI,2024-07-26,0.0,56.44,0.0,7.96
734,EDSSH.V,EREGLP3107240040.10GSI00000.1NA ,EREGL,P,40.1,2024-07-31,0.1,F_EREGL0724,GSI,2024-07-26,0.0,56.44,0.0,7.96
735,EDSSI.V,EREGLP3107240038.80GSI00000.1NA ,EREGL,P,38.8,2024-07-31,0.1,F_EREGL0724,GSI,2024-07-26,0.0,56.44,0.0,7.96
736,EDSSJ.V,EREGLP3107240036.50GSI00000.1NA ,EREGL,P,36.5,2024-07-31,0.1,F_EREGL0724,GSI,2024-07-26,0.0,56.44,0.0,7.96
737,EDSSK.V,EREGLP3107240045.60GSI00000.1NA ,EREGL,P,45.6,2024-07-31,0.1,F_EREGL0724,GSI,2024-07-26,0.0,56.44,0.0,7.96
738,EDSSL.V,EREGLP3107240044.50GSI00000.1NA ,EREGL,P,44.5,2024-07-31,0.1,F_EREGL0724,GSI,2024-07-26,0.0,56.44,0.0,7.96
739,EDSSM.V,EREGLP2908240048.50GSI00000.1NA ,EREGL,P,48.5,2024-08-29,0.1,F_EREGL0824,GSI,2024-07-26,0.0,58.79,0.0,8.29
740,EDSSN.V,EREGLP2908240047.40GSI00000.1NA ,EREGL,P,47.4,2024-08-29,0.1,F_EREGL0824,GSI,2024-07-26,0.0,58.79,0.0,8.29
741,EDSSO.V,EREGLP2908240045.80GSI00000.1NA ,EREGL,P,45.8,2024-08-29,0.1,F_EREGL0824,GSI,2024-07-26,0.0,58.79,0.0,8.29
742,EDSSP.V,EREGLP2908240043.10GSI00000.1NA ,EREGL,P,43.1,2024-08-29,0.1,F_EREGL0824,GSI,2024-07-26,0.0,58.79,0.0,8.29
743,EDSSQ.V,EREGLP2908240053.90GSI00000.1NA ,EREGL,P,53.9,2024-08-29,0.1,F_EREGL0824,GSI,2024-07-26,0.0,58.79,0.0,8.29
744,EDSSR.V,EREGLP2908240052.50GSI00000.1NA ,EREGL,P,52.5,2024-08-29,0.1,F_EREGL0824,GSI,2024-07-26,0.0,58.79,0.0,8.29
745,EDSSS.V,EREGLP3009240049.70GSI00000.1NA ,EREGL,P,49.7,2024-09-30,0.1,F_EREGL0924,GSI,2024-07-26,0.0,61.08,0.0,8.61
746,EDSST.V,EREGLP3009240048.60GSI00000.1NA ,EREGL,P,48.6,2024-09-30,0.1,F_EREGL0924,GSI,2024-07-26,0.0,61.08,0.0,8.61
747,EDSSU.V,EREGLP3009240047.00GSI00000.1NA ,EREGL,P,47.0,2024-09-30,0.1,F_EREGL0924,GSI,2024-07-26,0.0,61.08,0.0,8.61
748,EDSSV.V,EREGLP3009240044.20GSI00000.1NA ,EREGL,P,44.2,2024-09-30,0.1,F_EREGL0924,GSI,2024-07-26,0.0,61.08,0.0,8.61
749,EDSSW.V,EREGLP3009240055.20GSI00000.1NA ,EREGL,P,55.2,2024-09-30,0.1,F_EREGL0924,GSI,2024-07-26,0.0,61.08,0.0,8.61
750,EDSSX.V,EREGLP3009240053.90GSI00000.1NA ,EREGL,P,53.9,2024-09-30,0.1,F_EREGL0924,GSI,2024-07-26,0.0,61.08,0.0,8.61
751,EI1AE.V,ENKAIC3107240060.00IYF00000.2NA ,ENKAI,C,60.0,2024-07-31,0.2,F_ENKAI0724,IYF,2024-07-26,0.04,45.8,0.2,6.46
752,EI1AF.V,ENKAIC3107240050.00IYF00000.2NA ,ENKAI,C,50.0,2024-07-31,0.2,F_ENKAI0724,IYF,2024-07-26,0.0,45.8,0.0,6.46
753,EI1AG.V,ENKAIC3107240047.00IYF00000.2NA ,ENKAI,C,47.0,2024-07-31,0.2,F_ENKAI0724,IYF,2024-07-26,0.17,45.8,0.85,6.46
754,EI1AH.V,ENKAIC3107240042.00IYF00000.2NA ,ENKAI,C,42.0,2024-07-31,0.2,F_ENKAI0724,IYF,2024-07-26,0.0,45.8,0.0,6.46
755,EI1AI.V,ENKAIC3107240038.00IYF00000.2NA ,ENKAI,C,38.0,2024-07-31,0.2,F_ENKAI0724,IYF,2024-07-26,0.0,45.8,0.0,6.46
756,EI1AJ.V,ENKAIC2908240065.00IYF00000.2NA ,ENKAI,C,65.0,2024-08-29,0.2,F_ENKAI0824,IYF,2024-07-26,0.05,46.86,0.25,6.61
757,EI1AK.V,ENKAIC2908240058.00IYF00000.2NA ,ENKAI,C,58.0,2024-08-29,0.2,F_ENKAI0824,IYF,2024-07-26,0.0,46.86,0.0,6.61
758,EI1AL.V,ENKAIC2908240052.00IYF00000.2NA ,ENKAI,C,52.0,2024-08-29,0.2,F_ENKAI0824,IYF,2024-07-26,0.42,46.86,2.1,6.61
759,EI1AM.V,ENKAIC2908240047.00IYF00000.2NA ,ENKAI,C,47.0,2024-08-29,0.2,F_ENKAI0824,IYF,2024-07-26,0.81,46.86,4.05,6.61
760,EI1AN.V,ENKAIC2908240040.00IYF00000.2NA ,ENKAI,C,40.0,2024-08-29,0.2,F_ENKAI0824,IYF,2024-07-26,1.73,46.86,8.65,6.61
761,EI1AO.V,ENKAIC3009240064.00IYF00000.2NA ,ENKAI,C,64.0,2024-09-30,0.2,F_ENKAI0924,IYF,2024-07-26,0.21,48.77,1.05,6.88
762,EI1AP.V,ENKAIC3009240056.00IYF00000.2NA ,ENKAI,C,56.0,2024-09-30,0.2,F_ENKAI0924,IYF,2024-07-26,0.52,48.77,2.6,6.88
763,EI1AQ.V,ENKAIC3009240051.00IYF00000.2NA ,ENKAI,C,51.0,2024-09-30,0.2,F_ENKAI0924,IYF,2024-07-26,0.83,48.77,4.15,6.88
764,EI1AR.V,ENKAIC3009240045.00IYF00000.2NA ,ENKAI,C,45.0,2024-09-30,0.2,F_ENKAI0924,IYF,2024-07-26,0.0,48.77,0.0,6.88
765,EI1AS.V,ENKAIC3009240040.00IYF00000.2NA ,ENKAI,C,40.0,2024-09-30,0.2,F_ENKAI0924,IYF,2024-07-26,0.0,48.77,0.0,6.88
766,EI1PE.V,ENKAIP3107240047.00IYF00000.2NA ,ENKAI,P,47.0,2024-07-31,0.2,F_ENKAI0724,IYF,2024-07-26,0.25,45.8,1.25,6.46
767,EI1PF.V,ENKAIP3107240044.00IYF00000.2NA ,ENKAI,P,44.0,2024-07-31,0.2,F_ENKAI0724,IYF,2024-07-26,0.0,45.8,0.0,6.46
768,EI1PG.V,ENKAIP3107240038.00IYF00000.2NA ,ENKAI,P,38.0,2024-07-31,0.2,F_ENKAI0724,IYF,2024-07-26,0.0,45.8,0.0,6.46
769,EI1PH.V,ENKAIP3107240034.00IYF00000.2NA ,ENKAI,P,34.0,2024-07-31,0.2,F_ENKAI0724,IYF,2024-07-26,0.0,45.8,0.0,6.46
770,EI1PI.V,ENKAIP3107240030.00IYF00000.2NA ,ENKAI,P,30.0,2024-07-31,0.2,F_ENKAI0724,IYF,2024-07-26,0.0,45.8,0.0,6.46
771,EI1PJ.V,ENKAIP2908240045.00IYF00000.2NA ,ENKAI,P,45.0,2024-08-29,0.2,F_ENKAI0824,IYF,2024-07-26,0.39,46.86,1.95,6.61
772,EI1PK.V,ENKAIP2908240039.00IYF00000.2NA ,ENKAI,P,39.0,2024-08-29,0.2,F_ENKAI0824,IYF,2024-07-26,0.0,46.86,0.0,6.61
773,EI1PL.V,ENKAIP2908240035.00IYF00000.2NA ,ENKAI,P,35.0,2024-08-29,0.2,F_ENKAI0824,IYF,2024-07-26,0.0,46.86,0.0,6.61
774,EI1PM.V,ENKAIP2908240031.00IYF00000.2NA ,ENKAI,P,31.0,2024-08-29,0.2,F_ENKAI0824,IYF,2024-07-26,0.0,46.86,0.0,6.61
775,EI1PN.V,ENKAIP3009240044.00IYF00000.2NA ,ENKAI,P,44.0,2024-09-30,0.2,F_ENKAI0924,IYF,2024-07-26,0.38,48.77,1.9,6.88
776,EI1PO.V,ENKAIP3009240038.00IYF00000.2NA ,ENKAI,P,38.0,2024-09-30,0.2,F_ENKAI0924,IYF,2024-07-26,0.0,48.77,0.0,6.88
777,EI1PP.V,ENKAIP3009240034.00IYF00000.2NA ,ENKAI,P,34.0,2024-09-30,0.2,F_ENKAI0924,IYF,2024-07-26,0.0,48.77,0.0,6.88
778,EI1PQ.V,ENKAIP3009240030.00IYF00000.2NA ,ENKAI,P,30.0,2024-09-30,0.2,F_ENKAI0924,IYF,2024-07-26,0.0,48.77,0.0,6.88
779,EIACD.V,ENKAIC3107240054.00AKM00000.2NA ,ENKAI,C,54.0,2024-07-31,0.2,F_ENKAI0724,AKM,2024-07-26,0.0,45.8,0.0,6.46
780,EIACE.V,ENKAIC3107240050.00AKM00000.2NA ,ENKAI,C,50.0,2024-07-31,0.2,F_ENKAI0724,AKM,2024-07-26,0.05,45.8,0.25,6.46
781,EIACF.V,ENKAIC3107240046.00AKM00000.2NA ,ENKAI,C,46.0,2024-07-31,0.2,F_ENKAI0724,AKM,2024-07-26,0.0,45.8,0.0,6.46
782,EIACG.V,ENKAIC3107240042.00AKM00000.2NA ,ENKAI,C,42.0,2024-07-31,0.2,F_ENKAI0724,AKM,2024-07-26,0.0,45.8,0.0,6.46
783,EIACH.V,ENKAIC3107240039.00AKM00000.2NA ,ENKAI,C,39.0,2024-07-31,0.2,F_ENKAI0724,AKM,2024-07-26,0.0,45.8,0.0,6.46
784,EIACI.V,ENKAIC2908240057.00AKM0000.15NA ,ENKAI,C,57.0,2024-08-29,0.15,F_ENKAI0824,AKM,2024-07-26,0.1,46.86,0.67,6.61
785,EIACJ.V,ENKAIC2908240052.00AKM0000.15NA ,ENKAI,C,52.0,2024-08-29,0.15,F_ENKAI0824,AKM,2024-07-26,0.23,46.86,1.53,6.61
786,EIACK.V,ENKAIC2908240048.00AKM0000.15NA ,ENKAI,C,48.0,2024-08-29,0.15,F_ENKAI0824,AKM,2024-07-26,0.45,46.86,3.0,6.61
787,EIACL.V,ENKAIC2908240044.00AKM0000.15NA ,ENKAI,C,44.0,2024-08-29,0.15,F_ENKAI0824,AKM,2024-07-26,0.8,46.86,5.33,6.61
788,EIACM.V,ENKAIC2908240040.00AKM0000.15NA ,ENKAI,C,40.0,2024-08-29,0.15,F_ENKAI0824,AKM,2024-07-26,1.36,46.86,9.07,6.61
789,EIACN.V,ENKAIC3009240060.00AKM0000.15NA ,ENKAI,C,60.0,2024-09-30,0.15,F_ENKAI0924,AKM,2024-07-26,0.23,48.77,1.53,6.88
790,EIACO.V,ENKAIC3009240055.00AKM0000.15NA ,ENKAI,C,55.0,2024-09-30,0.15,F_ENKAI0924,AKM,2024-07-26,0.35,48.77,2.33,6.88
791,EIACP.V,ENKAIC3009240050.00AKM0000.15NA ,ENKAI,C,50.0,2024-09-30,0.15,F_ENKAI0924,AKM,2024-07-26,0.58,48.77,3.87,6.88
792,EIACQ.V,ENKAIC3009240046.00AKM0000.15NA ,ENKAI,C,46.0,2024-09-30,0.15,F_ENKAI0924,AKM,2024-07-26,0.91,48.77,6.07,6.88
793,EIACR.V,ENKAIC3009240042.00AKM0000.15NA ,ENKAI,C,42.0,2024-09-30,0.15,F_ENKAI0924,AKM,2024-07-26,0.0,48.77,0.0,6.88
794,EIARD.V,ENKAIP3107240026.00AKM00000.2NA ,ENKAI,P,26.0,2024-07-31,0.2,F_ENKAI0724,AKM,2024-07-26,0.0,45.8,0.0,6.46
795,EIARE.V,ENKAIP3107240030.00AKM00000.2NA ,ENKAI,P,30.0,2024-07-31,0.2,F_ENKAI0724,AKM,2024-07-26,0.0,45.8,0.0,6.46
796,EIARF.V,ENKAIP3107240033.00AKM00000.2NA ,ENKAI,P,33.0,2024-07-31,0.2,F_ENKAI0724,AKM,2024-07-26,0.0,45.8,0.0,6.46
797,EIARG.V,ENKAIP3107240037.00AKM00000.2NA ,ENKAI,P,37.0,2024-07-31,0.2,F_ENKAI0724,AKM,2024-07-26,0.0,45.8,0.0,6.46
798,EIARH.V,ENKAIP3107240041.00AKM00000.2NA ,ENKAI,P,41.0,2024-07-31,0.2,F_ENKAI0724,AKM,2024-07-26,0.0,45.8,0.0,6.46
799,EIARI.V,ENKAIP2908240030.00AKM0000.15NA ,ENKAI,P,30.0,2024-08-29,0.15,F_ENKAI0824,AKM,2024-07-26,0.0,46.86,0.0,6.61
800,EIARJ.V,ENKAIP2908240033.00AKM0000.15NA ,ENKAI,P,33.0,2024-08-29,0.15,F_ENKAI0824,AKM,2024-07-26,0.0,46.86,0.0,6.61
801,EIARK.V,ENKAIP2908240036.00AKM0000.15NA ,ENKAI,P,36.0,2024-08-29,0.15,F_ENKAI0824,AKM,2024-07-26,0.0,46.86,0.0,6.61
802,EIARL.V,ENKAIP2908240039.00AKM0000.15NA ,ENKAI,P,39.0,2024-08-29,0.15,F_ENKAI0824,AKM,2024-07-26,0.0,46.86,0.0,6.61
803,EIARM.V,ENKAIP2908240042.00AKM0000.15NA ,ENKAI,P,42.0,2024-08-29,0.15,F_ENKAI0824,AKM,2024-07-26,0.0,46.86,0.0,6.61
804,EIARN.V,ENKAIP3009240031.00AKM0000.15NA ,ENKAI,P,31.0,2024-09-30,0.15,F_ENKAI0924,AKM,2024-07-26,0.0,48.77,0.0,6.88
805,EIARO.V,ENKAIP3009240037.00AKM0000.15NA ,ENKAI,P,37.0,2024-09-30,0.15,F_ENKAI0924,AKM,2024-07-26,0.0,48.77,0.0,6.88
806,EIARP.V,ENKAIP3009240040.00AKM0000.15NA ,ENKAI,P,40.0,2024-09-30,0.15,F_ENKAI0924,AKM,2024-07-26,0.0,48.77,0.0,6.88
807,EIARQ.V,ENKAIP3009240042.00AKM0000.15NA ,ENKAI,P,42.0,2024-09-30,0.15,F_ENKAI0924,AKM,2024-07-26,0.0,48.77,0.0,6.88
808,EIARR.V,ENKAIP3009240044.00AKM0000.15NA ,ENKAI,P,44.0,2024-09-30,0.15,F_ENKAI0924,AKM,2024-07-26,0.17,48.77,1.13,6.88
809,EIBCR.V,ENKAIC3107240035.00BNP00000.2NA ,ENKAI,C,35.0,2024-07-31,0.2,F_ENKAI0724,BNP,2024-07-26,0.0,45.8,0.0,6.46
810,EIBCS.V,ENKAIC3107240040.00BNP00000.2NA ,ENKAI,C,40.0,2024-07-31,0.2,F_ENKAI0724,BNP,2024-07-26,0.0,45.8,0.0,6.46
811,EIBCT.V,ENKAIC3107240041.00BNP00000.2NA ,ENKAI,C,41.0,2024-07-31,0.2,F_ENKAI0724,BNP,2024-07-26,0.0,45.8,0.0,6.46
812,EIBCU.V,ENKAIC3107240042.00BNP00000.2NA ,ENKAI,C,42.0,2024-07-31,0.2,F_ENKAI0724,BNP,2024-07-26,0.0,45.8,0.0,6.46
