ISLEM KODU,BULTEN ADI,DAYANAK VARLIK,SOZLESME KODU,VADE TARIHI,SOZLESME TIPI,ENSTRUMAN GRUBU
AB1AW.V,AKBNKC3009240100.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
AB1AX.V,AKBNKC3009240087.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
AB1AY.V,AKBNKC3009240080.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
AB1AZ.V,AKBNKC3009240070.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
AB1BA.V,AKBNKC3009240062.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
AB1BB.V,AKBNKC3110240090.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
AB1BC.V,AKBNKC3110240080.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
AB1BD.V,AKBNKC3110240075.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
AB1BE.V,AKBNKC3110240065.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
AB1BF.V,AKBNKC3110240060.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
AB1BG.V,AKBNKC1510240081.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
AB1BH.V,AKBNKC1510240073.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
AB1BI.V,AKBNKC1510240065.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
AB1BJ.V,AKBNKC1510240059.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
AB1BK.V,AKBNKC2911240090.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
AB1BL.V,AKBNKC2911240081.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
AB1BM.V,AKBNKC2911240074.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
AB1BN.V,AKBNKC2911240066.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
AB1BO.V,AKBNKC2911240062.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
AB1BP.V,AKBNKC1511240088.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
AB1BQ.V,AKBNKC1511240079.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
AB1BR.V,AKBNKC1511240070.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
AB1BS.V,AKBNKC1511240067.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
AB1PV.V,AKBNKP3009240068.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
AB1PW.V,AKBNKP3009240060.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
AB1PX.V,AKBNKP3009240053.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
AB1PY.V,AKBNKP3009240047.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
AB1PZ.V,AKBNKP3110240060.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
AB1QA.V,AKBNKP3110240055.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
AB1QB.V,AKBNKP3110240050.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
AB1QC.V,AKBNKP3110240045.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
AB1QD.V,AKBNKP1510240054.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
AB1QE.V,AKBNKP1510240049.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
AB1QF.V,AKBNKP1510240043.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
AB1QG.V,AKBNKP2911240062.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
AB1QH.V,AKBNKP2911240056.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
AB1QI.V,AKBNKP2911240050.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
AB1QJ.V,AKBNKP2911240044.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
AB1QK.V,AKBNKP1511240059.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
AB1QL.V,AKBNKP1511240053.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
AB1QM.V,AKBNKP1511240047.00IYF00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABACI.V,AKBNKC3009240110.00AKM00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABACJ.V,AKBNKC3009240095.00AKM00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABACK.V,AKBNKC3009240085.00AKM00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABACL.V,AKBNKC3009240076.00AKM00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABACM.V,AKBNKC3009240068.00AKM00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABACN.V,AKBNKC3110240085.00AKM00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABACO.V,AKBNKC3110240076.00AKM00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABACP.V,AKBNKC3110240068.00AKM00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABACQ.V,AKBNKC3110240061.00AKM00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABACR.V,AKBNKC3110240054.00AKM00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABACS.V,AKBNKC2911240095.00AKM00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABACT.V,AKBNKC2911240083.00AKM00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABACU.V,AKBNKC2911240075.00AKM00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABACV.V,AKBNKC2911240067.00AKM00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABACW.V,AKBNKC2911240059.00AKM00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABARI.V,AKBNKP3009240045.00AKM00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABARJ.V,AKBNKP3009240052.00AKM00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABARK.V,AKBNKP3009240058.00AKM00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABARL.V,AKBNKP3009240064.00AKM00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABARM.V,AKBNKP3009240070.00AKM00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABARN.V,AKBNKP3110240035.00AKM00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABARO.V,AKBNKP3110240039.00AKM00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABARP.V,AKBNKP3110240044.00AKM00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABARQ.V,AKBNKP3110240050.00AKM00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABARR.V,AKBNKP3110240057.00AKM00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABARS.V,AKBNKP2911240040.00AKM00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABART.V,AKBNKP2911240053.00AKM00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABARU.V,AKBNKP2911240060.00AKM00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABBDT.V,AKBNKC3009240062.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABBDU.V,AKBNKC3009240065.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABBDV.V,AKBNKC3009240068.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABBDW.V,AKBNKC3009240070.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABBDX.V,AKBNKC3009240075.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABBDY.V,AKBNKC3009240080.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABBDZ.V,AKBNKC3009240085.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABBEA.V,AKBNKC3009240095.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABBEB.V,AKBNKC3009240100.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABBEC.V,AKBNKC3009240115.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABBED.V,AKBNKC3110240050.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABBEE.V,AKBNKC3110240061.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABBEF.V,AKBNKC3110240065.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABBEG.V,AKBNKC3110240067.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABBEH.V,AKBNKC3110240070.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABBEI.V,AKBNKC3110240075.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABBEJ.V,AKBNKC3110240078.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABBEK.V,AKBNKC3110240080.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABBEL.V,AKBNKC3110240090.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABBEM.V,AKBNKC3110240095.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABBQV.V,AKBNKP3009240045.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABBQW.V,AKBNKP3009240055.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABBQX.V,AKBNKP3009240060.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABBQY.V,AKBNKP3009240065.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABBQZ.V,AKBNKP3009240075.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABBRA.V,AKBNKP3110240040.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABBRB.V,AKBNKP3110240045.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABBRC.V,AKBNKP3110240050.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABBRD.V,AKBNKP3110240056.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABBRE.V,AKBNKP3110240061.00BNP00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABSGL.V,AKBNKC3009240078.40GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABSGM.V,AKBNKC3009240080.00GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABSGN.V,AKBNKC3009240086.70GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABSGO.V,AKBNKC3009240090.00GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABSGP.V,AKBNKC3009240093.40GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABSGQ.V,AKBNKC3009240096.70GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABSGR.V,AKBNKC3009240066.70GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABSGS.V,AKBNKC3009240070.00GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABSGT.V,AKBNKC3110240068.60GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABSGU.V,AKBNKC3110240070.00GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABSGV.V,AKBNKC3110240075.90GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABSGW.V,AKBNKC3110240078.80GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABSGX.V,AKBNKC3110240081.70GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABSGY.V,AKBNKC3110240084.60GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABSGZ.V,AKBNKC2911240068.60GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABSHA.V,AKBNKC2911240070.00GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABSHB.V,AKBNKC2911240075.90GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABSHC.V,AKBNKC2911240078.80GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABSHD.V,AKBNKC2911240081.70GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABSHE.V,AKBNKC2911240084.60GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABSHF.V,AKBNKC3110240058.40GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABSHG.V,AKBNKC3110240061.30GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABSHH.V,AKBNKC2911240058.40GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABSHI.V,AKBNKC2911240061.30GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ABSSP.V,AKBNKP3009240060.00GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABSSQ.V,AKBNKP3009240058.70GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABSSR.V,AKBNKP3009240056.70GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABSSS.V,AKBNKP3009240053.40GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABSST.V,AKBNKP3009240066.70GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABSSU.V,AKBNKP3009240065.00GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABSSV.V,AKBNKP3110240052.50GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABSSW.V,AKBNKP3110240051.30GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABSSX.V,AKBNKP3110240049.60GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABSSY.V,AKBNKP3110240046.70GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABSSZ.V,AKBNKP2911240052.50GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABSTA.V,AKBNKP2911240051.30GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABSTB.V,AKBNKP2911240049.60GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABSTC.V,AKBNKP2911240046.70GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABSTD.V,AKBNKP3110240058.40GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABSTE.V,AKBNKP3110240056.90GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABSTF.V,AKBNKP2911240058.40GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ABSTG.V,AKBNKP2911240056.90GSI00000.1NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ANICN.V,AKBNKC3009240065.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ANICO.V,AKBNKC3009240075.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ANICP.V,AKBNKC3009240080.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ANICQ.V,AKBNKC3009240095.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ANICR.V,AKBNKC3009240115.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ANICS.V,AKBNKC1510240065.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ANICT.V,AKBNKC1510240070.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ANICU.V,AKBNKC1510240075.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ANICV.V,AKBNKC1510240090.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ANICW.V,AKBNKC1510240110.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ANICX.V,AKBNKC3110240055.80IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ANICY.V,AKBNKC3110240061.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ANICZ.V,AKBNKC3110240067.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ANIDA.V,AKBNKC3110240078.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ANIDB.V,AKBNKC3110240095.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ANIDC.V,AKBNKC1511240060.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ANIDD.V,AKBNKC1511240070.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ANIDE.V,AKBNKC1511240075.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ANIDF.V,AKBNKC1511240085.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ANIDG.V,AKBNKC1511240105.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ANIDH.V,AKBNKC2911240059.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ANIDI.V,AKBNKC2911240065.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ANIDJ.V,AKBNKC2911240070.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ANIDK.V,AKBNKC2911240082.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ANIDL.V,AKBNKC2911240100.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,ECW
ANIRO.V,AKBNKP3009240075.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ANIRP.V,AKBNKP3009240065.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ANIRQ.V,AKBNKP3009240060.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ANIRR.V,AKBNKP3009240055.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ANIRS.V,AKBNKP3009240045.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ANIRT.V,AKBNKP1510240070.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ANIRU.V,AKBNKP1510240065.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ANIRV.V,AKBNKP1510240060.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ANIRW.V,AKBNKP1510240050.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ANIRX.V,AKBNKP1510240045.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ANIRY.V,AKBNKP3110240061.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ANIRZ.V,AKBNKP3110240056.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ANISA.V,AKBNKP3110240050.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ANISB.V,AKBNKP3110240045.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ANISC.V,AKBNKP3110240040.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ANISD.V,AKBNKP1511240070.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ANISE.V,AKBNKP1511240060.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ANISF.V,AKBNKP1511240055.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ANISG.V,AKBNKP1511240050.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ANISH.V,AKBNKP1511240045.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ANISI.V,AKBNKP2911240065.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ANISJ.V,AKBNKP2911240059.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ANISK.V,AKBNKP2911240053.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ANISL.V,AKBNKP2911240047.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
ANISM.V,AKBNKP2911240042.00IYM00000.2NA,AKBNK,F_AKBNK0924,2024-09-30,D_EQ_FPD,EPW
AB1AW.V,AKBNKC3009240100.00IYF00000.1NA,AKBNK,F_AKBNK1024,2024-10-31,D_EQ_FPD,ECW
AB1AX.V,AKBNKC3009240087.00IYF00000.1NA,AKBNK,F_AKBNK1024,2024-10-31,D_EQ_FPD,ECW
AB1AY.V,AKBNKC3009240080.00IYF00000.1NA,AKBNK,F_AKBNK1024,2024-10-31,D_EQ_FPD,ECW
AB1AZ.V,AKBNKC3009240070.00IYF00000.1NA,AKBNK,F_AKBNK1024,2024-10-31,D_EQ_FPD,ECW
AB1BA.V,AKBNKC3009240062.00IYF00000.1NA,AKBNK,F_AKBNK1024,2024-10-31,D_EQ_FPD,ECW
AB1BB.V,AKBNKC3110240090.00IYF00000.1NA,AKBNK,F_AKBNK1024,2024-10-31,D_EQ_FPD,ECW
AB1BC.V,AKBNKC3110240080.00IYF00000.1NA,AKBNK,F_AKBNK1024,2024-10-31,D_EQ_FPD,ECW
AB1BD.V,AKBNKC3110240075.00IYF00000.1NA,AKBNK,F_AKBNK1024,2024-10-31,D_EQ_FPD,ECW
AB1BE.V,AKBNKC3110240065.00IYF00000.1NA,AKBNK,F_AKBNK1024,2024-10-31,D_EQ_FPD,ECW
AB1BF.V,AKBNKC3110240060.00IYF00000.1NA,AKBNK,F_AKBNK1024,2024-10-31,D_EQ_FPD,ECW
AB1BG.V,AKBNKC1510240081.00IYF00000.1NA,AKBNK,F_AKBNK1024,2024-10-31,D_EQ_FPD,ECW
AB1BH.V,AKBNKC1510240073.00IYF00000.1NA,AKBNK,F_AKBNK1024,2024-10-31,D_EQ_FPD,ECW
AB1BI.V,AKBNKC1510240065.00IYF00000.1NA,AKBNK,F_AKBNK1024,2024-10-31,D_EQ_FPD,ECW
AB1BJ.V,AKBNKC1510240059.00IYF00000.1NA,AKBNK,F_AKBNK1024,2024-10-31,D_EQ_FPD,ECW
AB1BK.V,AKBNKC2911240090.00IYF00000.1NA,AKBNK,F_AKBNK1024,2024-10-31,D_EQ_FPD,ECW
AB1BL.V,AKBNKC2911240081.00IYF00000.1NA,AKBNK,F_AKBNK1024,2024-10-31,D_EQ_FPD,ECW
AB1BM.V,AKBNKC2911240074.00IYF00000.1NA,AKBNK,F_AKBNK1024,2024-10-31,D_EQ_FPD,ECW
