ISLEM KODU,BULTEN ADI,DAYANAK VARLIK,SOZLESME KODU,VADE TARIHI,SOZLESME TIPI,ENSTRUMAN GRUBU
KZ1QH.V,KOZALP2911240022.00IYF00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZ1QI.V,KOZALP2911240020.00IYF00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZ1QJ.V,KOZALP2911240017.00IYF00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZ1QK.V,KOZALP1511240023.00IYF00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZ1QL.V,KOZALP1511240021.00IYF00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZ1QM.V,KOZALP1511240019.00IYF00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZAGJ.V,KOZALC3009240035.00AKM00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZAGK.V,KOZALC3009240030.00AKM00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZAGL.V,KOZALC3009240027.00AKM00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZAGM.V,KOZALC3009240024.50AKM00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZAGN.V,KOZALC3009240022.00AKM00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZAGO.V,KOZALC3110240035.50AKM00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZAGP.V,KOZALC3110240032.00AKM00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZAGQ.V,KOZALC3110240029.00AKM00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZAGR.V,KOZALC3110240026.50AKM00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZAGS.V,KOZALC3110240024.00AKM00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZAGT.V,KOZALC2911240040.00AKM00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZAGU.V,KOZALC2911240034.00AKM00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZAGV.V,KOZALC2911240030.00AKM00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZAGW.V,KOZALC2911240026.00AKM00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZAGX.V,KOZALC2911240023.00AKM00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZAVJ.V,KOZALP3009240015.00AKM00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZAVK.V,KOZALP3009240019.00AKM00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZAVL.V,KOZALP3009240021.00AKM00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZAVM.V,KOZALP3009240022.00AKM00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZAVN.V,KOZALP3009240023.00AKM00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZAVO.V,KOZALP3110240017.00AKM00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZAVP.V,KOZALP3110240020.00AKM00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZAVQ.V,KOZALP3110240022.50AKM00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZAVR.V,KOZALP3110240024.00AKM00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZAVS.V,KOZALP3110240025.00AKM00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZAVT.V,KOZALP2911240017.00AKM00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZAVU.V,KOZALP2911240020.50AKM00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZAVV.V,KOZALP2911240023.00AKM00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZBDL.V,KOZALC3009240020.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZBDM.V,KOZALC3009240023.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZBDN.V,KOZALC3009240025.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZBDO.V,KOZALC3009240026.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZBDP.V,KOZALC3009240027.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZBDQ.V,KOZALC3009240028.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZBDR.V,KOZALC3009240029.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZBDS.V,KOZALC3009240030.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZBDT.V,KOZALC3009240032.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZBDU.V,KOZALC3009240039.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZBDV.V,KOZALC3110240020.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZBDW.V,KOZALC3110240022.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZBDX.V,KOZALC3110240024.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZBDY.V,KOZALC3110240026.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZBDZ.V,KOZALC3110240028.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZBEA.V,KOZALC3110240030.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZBEB.V,KOZALC3110240032.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZBEC.V,KOZALC3110240033.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZBED.V,KOZALC3110240035.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZBEE.V,KOZALC3110240040.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZBPU.V,KOZALP3009240025.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZBPV.V,KOZALP3009240023.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZBPW.V,KOZALP3009240020.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZBPX.V,KOZALP3009240018.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZBPY.V,KOZALP3009240016.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZBPZ.V,KOZALP3110240026.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZBQA.V,KOZALP3110240024.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZBQB.V,KOZALP3110240021.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZBQC.V,KOZALP3110240019.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZBQD.V,KOZALP3110240017.00BNP00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZILI.V,KOZALC3009240023.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZILJ.V,KOZALC3009240025.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZILK.V,KOZALC3009240027.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZILL.V,KOZALC3009240032.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZILM.V,KOZALC3009240039.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZILN.V,KOZALC1510240024.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZILO.V,KOZALC1510240026.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZIMA.V,KOZALC1510240028.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZIMB.V,KOZALC1510240033.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZIMC.V,KOZALC1510240040.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZIMD.V,KOZALC3110240024.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZIME.V,KOZALC3110240026.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZIMF.V,KOZALC3110240028.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZIMG.V,KOZALC3110240033.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZIMH.V,KOZALC3110240040.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZIMI.V,KOZALC1511240026.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZIMJ.V,KOZALC1511240028.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZIMK.V,KOZALC1511240031.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZIML.V,KOZALC1511240036.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZIMM.V,KOZALC1511240044.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZIMN.V,KOZALC2911240024.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZIMO.V,KOZALC2911240026.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZINA.V,KOZALC2911240029.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZINB.V,KOZALC2911240034.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZINC.V,KOZALC2911240041.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZIQA.V,KOZALP3110240024.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZIQB.V,KOZALP3110240021.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZIQC.V,KOZALP3110240019.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZIQD.V,KOZALP3110240017.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZIQE.V,KOZALP1511240028.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZIQF.V,KOZALP1511240026.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZIQG.V,KOZALP1511240023.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZIQH.V,KOZALP1511240021.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZIQI.V,KOZALP1511240019.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZIQJ.V,KOZALP2911240026.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZIQK.V,KOZALP2911240024.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZIQL.V,KOZALP2911240022.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZIQM.V,KOZALP2911240019.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZIQN.V,KOZALP2911240017.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZIZE.V,KOZALP3009240025.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZIZF.V,KOZALP3009240023.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZIZG.V,KOZALP3009240020.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZIZH.V,KOZALP3009240018.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZIZI.V,KOZALP3009240016.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZIZJ.V,KOZALP1510240026.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZIZK.V,KOZALP1510240024.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZIZL.V,KOZALP1510240021.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZIZM.V,KOZALP1510240019.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZIZN.V,KOZALP1510240017.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZIZO.V,KOZALP3110240026.00IYM00000.3NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZSED.V,KOZALC3009240027.00GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZSEE.V,KOZALC3009240027.60GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZSEF.V,KOZALC3009240029.90GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZSEG.V,KOZALC3009240031.10GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZSEH.V,KOZALC3009240032.20GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZSEI.V,KOZALC3009240033.40GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZSEJ.V,KOZALC3009240023.00GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZSEK.V,KOZALC3009240024.20GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZSEL.V,KOZALC3110240028.30GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZSEM.V,KOZALC3110240028.90GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZSEN.V,KOZALC3110240031.40GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZSEO.V,KOZALC3110240032.60GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZSEP.V,KOZALC3110240033.80GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZSEQ.V,KOZALC3110240035.00GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZSER.V,KOZALC2911240028.30GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZSES.V,KOZALC2911240028.90GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZSET.V,KOZALC2911240031.40GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZSEU.V,KOZALC2911240032.60GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZSEV.V,KOZALC2911240033.80GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZSEW.V,KOZALC2911240035.00GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZSEX.V,KOZALC3110240024.10GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZSEY.V,KOZALC3110240025.30GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZSEZ.V,KOZALC2911240024.10GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZSFA.V,KOZALC2911240025.30GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,ECW
KZSRF.V,KOZALP3009240020.70GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZSRG.V,KOZALP3009240020.20GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZSRH.V,KOZALP3009240019.60GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZSRI.V,KOZALP3009240018.40GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZSRJ.V,KOZALP3009240023.00GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZSRK.V,KOZALP3009240022.40GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZSRL.V,KOZALP3110240021.70GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZSRM.V,KOZALP3110240021.20GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZSRN.V,KOZALP3110240020.50GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZSRO.V,KOZALP3110240019.30GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZSRP.V,KOZALP2911240021.70GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZSRQ.V,KOZALP2911240021.20GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZSRR.V,KOZALP2911240020.50GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZSRS.V,KOZALP2911240019.30GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZSRT.V,KOZALP3110240024.10GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZSRU.V,KOZALP3110240023.50GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZSRV.V,KOZALP2911240024.10GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZSRW.V,KOZALP2911240023.50GSI00000.2NA,KOZAL,F_KOZAL0924,2024-09-30,D_EQ_FPD,EPW
KZ1AW.V,KOZALC3009240032.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZ1AX.V,KOZALC3009240028.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZ1AY.V,KOZALC3009240025.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZ1AZ.V,KOZALC3009240023.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZ1BA.V,KOZALC3009240020.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZ1BB.V,KOZALC3110240040.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZ1BC.V,KOZALC3110240035.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZ1BD.V,KOZALC3110240033.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZ1BE.V,KOZALC3110240030.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZ1BF.V,KOZALC3110240027.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZ1BG.V,KOZALC1510240038.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZ1BH.V,KOZALC1510240034.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZ1BI.V,KOZALC1510240031.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZ1BJ.V,KOZALC1510240028.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZ1BK.V,KOZALC2911240036.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZ1BL.V,KOZALC2911240032.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZ1BM.V,KOZALC2911240029.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZ1BN.V,KOZALC2911240026.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZ1BO.V,KOZALC2911240024.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZ1BP.V,KOZALC1511240035.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZ1BQ.V,KOZALC1511240031.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZ1BR.V,KOZALC1511240028.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZ1BS.V,KOZALC1511240027.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZ1PV.V,KOZALP3009240022.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,EPW
KZ1PW.V,KOZALP3009240019.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,EPW
KZ1PX.V,KOZALP3009240017.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,EPW
KZ1PY.V,KOZALP3009240015.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,EPW
KZ1PZ.V,KOZALP3110240025.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,EPW
KZ1QA.V,KOZALP3110240022.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,EPW
KZ1QB.V,KOZALP3110240020.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,EPW
KZ1QC.V,KOZALP3110240018.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,EPW
KZ1QD.V,KOZALP1510240024.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,EPW
KZ1QE.V,KOZALP1510240022.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,EPW
KZ1QF.V,KOZALP1510240019.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,EPW
KZ1QG.V,KOZALP2911240024.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,EPW
KZ1QH.V,KOZALP2911240022.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,EPW
KZ1QI.V,KOZALP2911240020.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,EPW
KZ1QJ.V,KOZALP2911240017.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,EPW
KZ1QK.V,KOZALP1511240023.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,EPW
KZ1QL.V,KOZALP1511240021.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,EPW
KZ1QM.V,KOZALP1511240019.00IYF00000.3NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,EPW
KZAGJ.V,KOZALC3009240035.00AKM00000.2NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZAGK.V,KOZALC3009240030.00AKM00000.2NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZAGL.V,KOZALC3009240027.00AKM00000.2NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZAGM.V,KOZALC3009240024.50AKM00000.2NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZAGN.V,KOZALC3009240022.00AKM00000.2NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZAGO.V,KOZALC3110240035.50AKM00000.2NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZAGP.V,KOZALC3110240032.00AKM00000.2NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZAGQ.V,KOZALC3110240029.00AKM00000.2NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZAGR.V,KOZALC3110240026.50AKM00000.2NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZAGS.V,KOZALC3110240024.00AKM00000.2NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZAGT.V,KOZALC2911240040.00AKM00000.2NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZAGU.V,KOZALC2911240034.00AKM00000.2NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
KZAGV.V,KOZALC2911240030.00AKM00000.2NA,KOZAL,F_KOZAL1024,2024-10-31,D_EQ_FPD,ECW
