index,exchange,symbol,timestamp,local_timestamp,matchId,orderId,side,price,amount,askPrice,askQty,bidPrice,bidQty,state
0,bist,TSKB.E,1708585200103576370,1708585200103576370,782739321336745748,7827394982899740346,B,8.640,9100,8.650,35569,8.640,57998,P_SUREKLI_ISLEM
1,bist,TSKB.E,1708585200217737238,1708585200217737238,782739321336745913,7827394982899718458,S,8.650,464,8.650,35105,8.640,57998,P_SUREKLI_ISLEM
2,bist,TSKB.E,1708585200217737238,1708585200217737238,782739321336745914,7827394982899746984,S,8.650,100,8.650,35005,8.640,57998,P_SUREKLI_ISLEM
3,bist,TSKB.E,1708585200217737238,1708585200217737238,782739321336745915,7827394982899757598,S,8.650,4,8.650,35001,8.640,57998,P_SUREKLI_ISLEM
4,bist,TSKB.E,1708585200217737238,1708585200217737238,782739321336745916,7827394982899759254,S,8.650,1,8.650,35000,8.640,57998,P_SUREKLI_ISLEM
5,bist,TSKB.E,1708585200217737238,1708585200217737238,782739321336745917,7827394982899883725,S,8.650,30000,8.650,5000,8.640,57998,P_SUREKLI_ISLEM
6,bist,TSKB.E,1708585200217737238,1708585200217737238,782739321336745918,7827394982899936418,S,8.650,5000,8.660,42898,8.640,57998,P_SUREKLI_ISLEM
7,bist,TSKB.E,1708585200218047029,1708585200218047029,782739321336745924,7827394982900096604,B,8.650,1000,8.660,42898,8.650,3431,P_SUREKLI_ISLEM
8,bist,TSKB.E,1708585200223086982,1708585200223086982,782739321336745935,7827394982900096604,B,8.650,696,8.660,42898,8.650,2735,P_SUREKLI_ISLEM
9,bist,TSKB.E,1708585200223602814,1708585200223602814,782739321336745937,7827394982900096604,B,8.650,1600,8.660,42898,8.650,1135,P_SUREKLI_ISLEM
10,bist,TSKB.E,1708585200225076711,1708585200225076711,782739321336745941,7827394982900096604,B,8.650,800,8.660,42898,8.650,335,P_SUREKLI_ISLEM
11,bist,TSKB.E,1708585200438162395,1708585200438162395,782739321336746009,7827394982899718457,S,8.660,100,8.660,42798,8.650,335,P_SUREKLI_ISLEM
12,bist,TSKB.E,1708585200953424665,1708585200953424665,782739321336746436,7827394982900096604,B,8.650,7,8.660,43677,8.650,9328,P_SUREKLI_ISLEM
13,bist,TSKB.E,1708585200965613414,1708585200965613414,782739321336746452,7827394982899718457,S,8.660,12,8.660,43665,8.650,9828,P_SUREKLI_ISLEM
14,bist,TSKB.E,1708585201643178481,1708585201643178481,782739321336747238,7827394982900096604,B,8.650,39,8.660,43665,8.650,109789,P_SUREKLI_ISLEM
15,bist,TSKB.E,1708585201680439816,1708585201680439816,782739321336747303,7827394982900096604,B,8.650,16,8.660,43665,8.650,109773,P_SUREKLI_ISLEM
16,bist,TSKB.E,1708585202167082971,1708585202167082971,782739321336747876,7827394982899718457,S,8.660,27,8.660,43638,8.650,111773,P_SUREKLI_ISLEM
17,bist,TSKB.E,1708585202267517605,1708585202267517605,782739321336747932,7827394982899746973,S,8.660,100,8.660,39373,8.650,111773,P_SUREKLI_ISLEM
18,bist,TSKB.E,1708585202267517605,1708585202267517605,782739321336747933,7827394982899754294,S,8.660,250,8.660,39123,8.650,111773,P_SUREKLI_ISLEM
19,bist,TSKB.E,1708585202267517605,1708585202267517605,782739321336747934,7827394982899756541,S,8.660,10,8.660,39113,8.650,111773,P_SUREKLI_ISLEM
20,bist,TSKB.E,1708585202267517605,1708585202267517605,782739321336747935,7827394982899759255,S,8.660,1,8.660,39112,8.650,111773,P_SUREKLI_ISLEM
21,bist,TSKB.E,1708585202267517605,1708585202267517605,782739321336747936,7827394982899885449,S,8.660,36890,8.660,2222,8.650,111773,P_SUREKLI_ISLEM
22,bist,TSKB.E,1708585202267517605,1708585202267517605,782739321336747937,7827394982899890916,S,8.660,50,8.660,2172,8.650,111773,P_SUREKLI_ISLEM
23,bist,TSKB.E,1708585202267517605,1708585202267517605,782739321336747938,7827394982900093955,S,8.660,597,8.660,1575,8.650,111773,P_SUREKLI_ISLEM
24,bist,TSKB.E,1708585202267517605,1708585202267517605,782739321336747939,7827394982900099402,S,8.660,879,8.660,696,8.650,111773,P_SUREKLI_ISLEM
25,bist,TSKB.E,1708585202267517605,1708585202267517605,782739321336747940,7827394982900111248,S,8.660,696,8.670,10603,8.650,111773,P_SUREKLI_ISLEM
26,bist,TSKB.E,1708585203383987982,1708585203383987982,782739321336748891,7827394982900096604,B,8.650,273,8.660,8419,8.650,112794,P_SUREKLI_ISLEM
27,bist,TSKB.E,1708585203383987982,1708585203383987982,782739321336748892,7827394982900099400,B,8.650,9000,8.660,8419,8.650,103794,P_SUREKLI_ISLEM
28,bist,TSKB.E,1708585203383987982,1708585203383987982,782739321336748893,7827394982900100729,B,8.650,500,8.660,8419,8.650,103294,P_SUREKLI_ISLEM
